ticker,date,open,high,low,close
RDAC,2024-12-03,10.0,10.0,9.9999,10.0
RDAC,2024-12-04,9.99,9.99,9.99,9.99
RDAC,2024-12-05,10.0,10.0,10.0,10.0
RDAC,2024-12-06,9.99,9.99,9.99,9.99
RDAC,2024-12-09,10.0,10.0,9.99,9.99
RDAC,2025-01-27,10.07,10.07,10.0401,10.055
RDAC,2025-01-28,10.07,10.07,10.06,10.06
RDAC,2025-01-29,10.06,10.06,10.05,10.05
RDAC,2025-01-30,10.06,10.08,10.06,10.08
RDAC,2025-01-31,10.08,10.09,10.08,10.09
RDAC,2025-02-03,10.06,10.06,10.06,10.06
RDAC,2025-02-10,10.07,10.07,10.07,10.07
RDAC,2025-02-11,10.1,10.1,10.08,10.09
RDAC,2025-02-12,10.06,10.06,10.06,10.06
RDAC,2025-02-20,10.09,10.09,10.09,10.09
RDAC,2025-02-21,10.1,10.1,10.1,10.1
RDAC,2025-03-04,10.13,10.13,10.13,10.13
RDAC,2025-03-05,10.11,10.11,10.11,10.11
RDAC,2025-03-07,10.12,10.13,10.12,10.13
RDAC,2025-03-10,10.145,10.145,10.145,10.145
RDAC,2025-03-13,10.16,10.16,10.16,10.16
RDAC,2025-03-17,10.19,10.2,10.19,10.2
RDAC,2025-04-22,10.18,10.19,10.18,10.19
RDAC,2025-04-23,10.18,10.18,10.18,10.18
RDAC,2025-04-24,10.18,10.18,10.18,10.18
RDAC,2025-04-25,10.18,10.18,10.18,10.18
RDAC,2025-04-28,10.21,10.21,10.21,10.21
RDAC,2025-04-29,10.21,10.21,10.21,10.21
RDAC,2025-04-30,10.215,10.22,10.21,10.21
RDAC,2025-05-01,10.21,10.2316,10.21,10.2316
RDAC,2025-05-02,10.21,10.21,10.21,10.21
RDAC,2025-05-06,10.21,10.21,10.21,10.21
RDAC,2025-05-07,10.26,10.26,10.26,10.26
RDAC,2025-05-08,10.23,10.23,10.22,10.22
RDAC,2025-05-09,10.27,10.27,10.27,10.27
RDAC,2025-05-12,10.27,10.27,10.24,10.24
RDAC,2025-05-13,10.24,10.24,10.24,10.24
RDAC,2025-05-14,10.24,10.24,10.24,10.24
RDAC,2025-05-15,10.24,10.24,10.24,10.24
RDAC,2025-05-16,10.24,10.24,10.24,10.24
RDAC,2025-05-19,10.2535,10.2535,10.2535,10.2535
RDAC,2025-05-20,10.25,10.25,10.245,10.245
RDAC,2025-05-22,10.26,10.26,10.26,10.26
RDAC,2025-05-27,10.26,10.26,10.26,10.26
RDAC,2025-05-28,10.25,10.25,10.25,10.25
RDAC,2025-05-29,10.25,10.2569,10.245,10.2569
RDAC,2025-05-30,10.24,10.27,10.24,10.27
RDAC,2025-06-03,10.4,10.4,10.28,10.28
RDAC,2025-06-04,10.2847,10.2847,10.2847,10.2847
RDAC,2025-06-16,10.32,10.32,10.32,10.32
RDAC,2025-06-17,10.27,10.27,10.26,10.26
RDAC,2025-06-20,10.3,10.3,10.3,10.3
RDAC,2025-06-27,10.3,10.3,10.3,10.3
RDAC,2025-07-02,10.29,10.29,10.29,10.29
RDAC,2025-07-03,10.3,10.3,10.29,10.29
RDAC,2025-07-14,10.31,10.31,10.31,10.31
RDAC,2025-07-16,10.33,10.33,10.31,10.31
RDAC,2025-07-17,10.32,10.32,10.32,10.32
RDAC,2025-07-25,10.33,10.33,10.32,10.33
RDAC,2025-07-31,10.34,10.35,10.34,10.35
RDAC,2025-08-12,10.3611,10.3611,10.3611,10.3611
RDAC,2025-08-13,10.3602,10.3602,10.3602,10.3602
RDAC,2025-09-02,10.3728,10.38,10.37,10.38
RDAC,2025-09-12,10.4,10.4,10.4,10.4
RDAC,2025-09-16,10.41,10.42,10.41,10.42
RDAC,2025-09-17,10.42,10.42,10.42,10.42
RDAC,2025-09-23,10.42,10.42,10.4,10.42
RDAC,2025-09-24,10.44,10.44,10.41,10.41
RDAC,2025-10-01,10.42,10.47,10.42,10.42
